route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
Brock,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106406176/brock,1.5,-1,Boulder,V1,1,15,37.4191,-118.4543,106406176,1,2,2,3,3
More Smack Please Vicar,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997241/more-smack-please-vicar,1.5,-1,Boulder,V1,1,,37.4191,-118.4543,106997241,1,2,3,1,4
Guidebook Writer's Love-In,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997273/guidebook-writers-love-in,1,-1,Boulder,V1,1,,37.4191,-118.4543,106997273,1,2,2,1,3
Cockpit,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480892/cockpit,1,-1,Boulder,V1,1,15,37.4191,-118.4546,111480892,1,1,1,2,3
T-Crack Left,Upper Canyon > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126269/t-crack-left,3.5,-1,Boulder,V1 R,1,28,37.41876,-118.45486,106126269,1.25,2,1,10,0
T-Crack Right,Upper Canyon > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126289/t-crack-right,3.5,-1,Boulder,V1 R,1,28,37.41876,-118.45486,106126289,1.25,2,1,7,0
Unnamed 2,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132923/unnamed-2,1.6,-1,Boulder,V1,1,10,37.4178,-118.4519,106132923,1,27,6,1,49
Epizootic,Grindrite Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112814041/epizootic,1,-1,Boulder,V1,1,13,37.41602,-118.44909,112814041,1,1,1,0,2
Liberation Management,Tom Peter's Slab > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273857/liberation-management,2.6,-1,Boulder,V1 PG13,1,20,37.41587,-118.44899,106273857,1,14,5,4,16
Not High Enough,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275420/not-high-enough,1.2,-1,Boulder,V1,1,10,37.41607,-118.44887,106275420,1,9,2,2,14
Spectral Morning,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107897660/spectral-morning,1.5,-1,Boulder,V1,1,12,37.41581,-118.44905,107897660,1,6,2,2,9
Paranormal in the West Country,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107064190/paranormal-in-the-west-country,2,-1,Boulder,V1 PG13,1,,37.41582,-118.44842,107064190,1,34,9,3,94
Headbangers Ball,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275471/headbangers-ball,2,-1,Boulder,V1,1,10,37.41591,-118.44877,106275471,1,45,9,4,83
Masterbeat,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275497/masterbeat,1.5,-1,Boulder,V1,1,10,37.41591,-118.44877,106275497,1,29,10,2,64
Reggae Chillin',Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109641114/reggae-chillin,1.3,-1,Boulder,V1,1,7,37.41591,-118.44877,109641114,1,3,1,1,6
Can't Get Around Getting Around,Get Around Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475919/cant-get-around-getting-around,2.5,-1,Boulder,V1,1,15,37.41599,-118.44842,112475919,1,8,4,5,14
I Killed a Man A Man Who Looked Like me,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086090/i-killed-a-man-a-man-who-looked-like-me,2.7,-1,Boulder,V1,1,18,37.41844,-118.45269,106086090,1,47,16,59,102
Weasel Robbers,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086097/weasel-robbers,2.4,-1,Boulder,V1,1,18,37.41844,-118.45269,106086097,1,11,4,10,23
Durban Poison Variation,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107323717/durban-poison-variation,2.2,-1,Boulder,V1,1,20,37.41844,-118.45269,107323717,1,6,2,1,11
It's Raining Razorblades,Karma Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106953956/its-raining-razorblades,1,-1,Boulder,V1,1,15,37.41855,-118.45283,106953956,1,1,1,2,2
Nookie,Karma Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106953967/nookie,1,-1,Boulder,V1,1,10,37.41855,-118.45283,106953967,1,1,1,1,1
Problem B,Slab Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470685/problem-b,2,-1,Boulder,V1,1,10,37.41827,-118.45276,111470685,1,1,1,1,3
Problem A,Crispin Waddy Alcove > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111470725/problem-a,1.5,-1,Boulder,V1,1,10,37.4183,-118.45297,111470725,1,2,2,2,4
Don't Box Me In,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086665/dont-box-me-in,1.6,-1,Boulder,V1,1,10,37.41898,-118.45339,106086665,1,14,6,2,40
Slight Inducement,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086687/slight-inducement,2.9,-1,Boulder,V1,1,12,37.41898,-118.45339,106086687,1,99,35,131,151
Andrew's Arête,Stimulus Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110129921/andrews-arete,2,-1,Boulder,V1,1,13,37.41897,-118.45439,110129921,1,1,1,2,1
Old Peculiar,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153375/old-peculiar,2,-1,Boulder,V1,1,8,37.41682,-118.45066,114153375,1,1,1,0,2
De Nile,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107915096/de-nile,2,-1,Boulder,V1,1,,37.41873,-118.45395,107915096,1,1,1,0,2
Pupfish Souzaphone,Trombone Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112779352/pupfish-souzaphone,2,-1,Boulder,V1+,1,14,37.4171,-118.44991,112779352,1.25,3,1,1,3
Not The Clapper,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272979/not-the-clapper,3.2,-1,Boulder,V1+,1,15,37.41533,-118.44877,106272979,1.25,59,20,74,81
Tequila Flange,Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109139833/tequila-flange,1,-1,Boulder,V1+,1,15,37.4182,-118.4521,109139833,1.25,1,1,3,2
Secret to Success,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086677/secret-to-success,2.5,-1,Boulder,V1+,1,12,37.41898,-118.45339,106086677,1.25,58,24,17,89
Stem Savvy,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112574281/stem-savvy,2,-1,Boulder,V1-2,1,8,37.41653,-118.44996,112574281,1.5,1,1,1,1
Meth Squealer,Slow Dance Cave > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107064199/meth-squealer,1.9,-1,Boulder,V2,1,,37.41624,-118.44938,107064199,2,11,4,9,18
Tin Medusa Left,Corner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275341/tin-medusa-left,2,-1,Boulder,V2,1,8,37.41632,-118.44928,106275341,2,4,1,6,10
Run With Me,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107027023/run-with-me,2.5,-1,Boulder,V2,1,20,37.41617,-118.4493,107027023,2,20,5,13,32
Exit the Rat,Corridor Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109127864/exit-the-rat,1.3,-1,Boulder,V2,1,10,37.41617,-118.4493,109127864,2,3,2,1,4
Big Chicken Stand,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109660346/big-chicken-stand,2.7,-1,Boulder,V2,1,17,37.41747,-118.45136,109660346,2,49,14,50,59
Beam Me Up Scottie,Solarium Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086122/beam-me-up-scottie,2.5,-1,Boulder,V2,1,15,37.41737,-118.45125,106086122,2,26,6,42,47
An Art of Leisure,Back Walls > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106976668/an-art-of-leisure,2,-1,Boulder,V2,1,15,37.41728,-118.45034,106976668,2,11,4,2,17
Sixty Foot Woman Traverse,Sixty Foot Woman Wall > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326756/sixty-foot-woman-traverse,2.9,-1,Boulder,V2,1,60,37.41782,-118.45114,106326756,2,36,8,123,42
Spinal Snap,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331162/spinal-snap,2.8,-1,Boulder,V2,1,15,37.41788,-118.45147,106331162,2,36,8,30,51
Spinal Snap Right Start,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331168/spinal-snap-right-start,2.6,-1,Boulder,V2,1,15,37.41788,-118.45147,106331168,2,24,7,13,34
Shaker,The Citadel Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996410/shaker,-1,-1,Boulder,V2,1,,37.41793,-118.45157,106996410,2,0,1,0,1
Take it Like a Man,Take it Like A Man Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996430/take-it-like-a-man,2,-1,Boulder,V2,1,,37.41793,-118.45157,106996430,2,1,1,0,2
Each Day We Get Closer to the Big Bad Fire,You Are Mortal Buttress > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997152/each-day-we-get-closer-to-the-big-bad-fire,-1,-1,Boulder,V2,1,,37.41793,-118.45157,106997152,2,0,1,0,1
Fluke,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997357/fluke,1.7,-1,Boulder,V2,1,10,37.41675,-118.44942,106997357,2,3,1,2,8
Wicca Warrior,Black Magic Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106996987/wicca-warrior,2,-1,Boulder,V2 R,1,20,37.41675,-118.44942,106996987,2.25,2,2,6,2
Fargo,Blood Simple Wall > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997056/fargo,1.5,-1,Boulder,V2,1,18,37.41696,-118.44947,106997056,2,2,1,0,6
Ballorama,Flying Saucer Alcove > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997432/ballorama,1,-1,Boulder,V2,1,15,37.41675,-118.44942,106997432,2,1,1,1,3
Boy,Marvelous Flake Boulder > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977784/boy,2,-1,Boulder,V2,1,12,37.41654,-118.44888,106977784,2,1,1,0,4
Cheap New Age Fix,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108058276/cheap-new-age-fix,1.8,-1,Boulder,V2,1,10,37.4161,-118.45012,108058276,2,6,2,0,6
Sunny Side Up,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111703821/sunny-side-up,1.7,-1,Boulder,V2,1,6,37.4161,-118.45012,111703821,2,3,1,2,2
Needle Across The Groove,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272965/needle-across-the-groove,1.4,-1,Boulder,V2,1,10,37.41533,-118.44877,106272965,2,8,3,2,14
Pig Pen,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106272971/pig-pen,2.3,-1,Boulder,V2,1,10,37.41533,-118.44877,106272971,2,35,8,18,61
Problem C,Pig Pen Slab > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106273755/problem-c,2.4,-1,Boulder,V2,1,12,37.41525,-118.44878,106273755,2,30,3,7,52
Western Motif,Hair Trigger Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279685/western-motif,2.6,-1,Boulder,V2,1,12,37.41549,-118.44928,106279685,2,8,4,4,8
Problem D,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045708/problem-d,2.2,-1,Boulder,V2,1,10,37.41569,-118.44957,107045708,2,5,3,2,7
Fluffy Little Clouds,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108060014/fluffy-little-clouds,2.8,-1,Boulder,V2,1,20,37.41569,-118.44957,108060014,2,4,2,3,3
Tao,Powis Boulder > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045645/tao,1,-1,Boulder,V2,1,10,37.41588,-118.44985,107045645,2,1,1,0,5
Let Them Eat Cake,Baroque Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898143/let-them-eat-cake,2,-1,Boulder,V2,1,10,37.41622,-118.45021,107898143,2,1,1,2,2
Galerie des Glaces,The Hall of Mirrors > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898187/galerie-des-glaces,2.6,-1,Boulder,V2,1,30,37.41622,-118.45021,107898187,2,7,2,11,5
Wavy Gravy,Wavy Gravy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086157/wavy-gravy,2.4,-1,Boulder,V2,1,10,37.41647,-118.44994,106086157,2,52,13,13,83
A Brief Conversation Ending in Divorce,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997261/a-brief-conversation-ending-in-divorce,2,-1,Boulder,V2,1,,37.4191,-118.4543,106997261,2,3,3,3,3
Viva Dead Mules,More Smack Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997279/viva-dead-mules,1,-1,Boulder,V2,1,,37.4191,-118.4543,106997279,2,2,2,1,2
Rude Awakening,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107035611/rude-awakening,2,-1,Boulder,V2,1,20,37.4191,-118.4546,107035611,2,4,3,3,7
Don't Believe,Top Gun Boulders > Top Gun Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480909/dont-believe,2,-1,Boulder,V2 PG13,1,18,37.4191,-118.4546,111480909,2,1,1,2,2
Marty Lewis's Ever Changing Hair Line,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132012/marty-lewiss-ever-changing-hair-line,2.6,-1,Boulder,V2,1,15,37.418,-118.452,106132012,2,81,25,53,134
Up Your Skirt Left,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132929/up-your-skirt-left,2,-1,Boulder,V2,1,12,37.4178,-118.4519,106132929,2,38,10,13,72
Up Your Skirt Right,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132938/up-your-skirt-right,1.9,-1,Boulder,V2,1,12,37.4178,-118.4519,106132938,2,22,7,9,35
Unnamed 3,Girlfriend Rock > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106132949/unnamed-3,1.8,-1,Boulder,V2,1,12,37.4178,-118.4519,106132949,2,11,2,3,22
It's The Altitude,Classique Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275413/its-the-altitude,2.3,-1,Boulder,V2 PG13,1,15,37.41607,-118.44887,106275413,2,8,3,2,16
Sunburst Seahorse,Sunburst Boulder > Tom Peter's Slab Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275435/sunburst-seahorse,2.7,-1,Boulder,V2,1,12,37.41581,-118.44905,106275435,2,32,7,11,59
Auto-gedden,Jesus Chrysler Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106278623/auto-gedden,2.1,-1,Boulder,V2,1,25,37.41582,-118.44842,106278623,2,15,4,5,38
Dance Mix,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106275506/dance-mix,1.9,-1,Boulder,V2,1,12,37.41591,-118.44877,106275506,2,20,5,3,36
Extended Mix,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109641106/extended-mix,1,-1,Boulder,V2,1,15,37.41591,-118.44877,109641106,2,2,1,1,6
Born Lippy on the Isles of Cilley,Cilley Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326703/born-lippy-on-the-isles-of-cilley,1.6,-1,Boulder,V2,1,15,37.41847,-118.45248,106326703,2,5,2,4,11
Slight Inducement Right,Slight Inducement Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106086693/slight-inducement-right,2.5,-1,Boulder,V2,1,15,37.41898,-118.45339,106086693,2,14,4,9,32
Cry Baby,Cry Baby Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480977/cry-baby,0,-1,Boulder,V2 PG13,1,15,37.41919,-118.45364,111480977,2,1,1,0,0
Coors Is Light,Coors Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107461234/coors-is-light,2,-1,Boulder,V2,1,,37.41689,-118.4507,107461234,2,23,7,12,44
Best Bitter,Timmy Taylor's Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114153355/best-bitter,2,-1,Boulder,V2,1,8,37.41682,-118.45066,114153355,2,1,1,0,1
the_sphinx,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107814380/the-sphinx,3,-1,Boulder,V2,1,20,37.41873,-118.45395,107814380,2,1,1,3,0
Sexual Camel,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107915091/sexual-camel,3,-1,Boulder,V2,1,12,37.41873,-118.45395,107915091,2,5,2,24,5
Silly Hipster,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108056805/silly-hipster,2,-1,Boulder,V2,1,10,37.41873,-118.45395,108056805,2,1,1,0,1
Poop Streak,The Truth Is Known > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116087448/poop-streak,3,-1,Boulder,V2+ X,1,25,37.41652,-118.45033,116087448,2.5,1,1,0,0
Kling and Smirk,Savannah Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106054156/kling-and-smirk,2.7,-1,Boulder,V2+,1,,37.418,-118.452,106054156,2.25,95,33,81,140
Tunnel Vision,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108152988/tunnel-vision,3,-1,Boulder,V2+,1,12,37.41873,-118.45395,108152988,2.25,1,1,7,1
Comfort of Home,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106130495/comfort-of-home,2.3,-1,Boulder,V2-3,1,12,37.41724,-118.45103,106130495,2.5,45,20,20,76
Bear,Split Melon Right Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114170994/bear,2,-1,Boulder,V2-3,1,14,37.41706,-118.45061,114170994,2.5,1,1,0,1
Frog's Birthday (project),Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/113689676/frogs-birthday-project,1,-1,Boulder,V2-3,1,10,37.41873,-118.45395,113689676,2.5,1,1,2,0
Monkey Hang,Monkey Hang Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105799647/monkey-hang,2.7,-1,Boulder,V3-,1,,37.41619,-118.44914,105799647,2.75,221,83,133,497
Rendezvous With an Alien,Solarium Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105799656/rendezvous-with-an-alien,2.4,-1,Boulder,V3-,1,,37.41737,-118.45125,105799656,2.75,48,18,34,75
