,Route,ID,Avg Stars,Grade,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks
628,Gizmodo,106292631,2.0,1.25,12.0,34.0202,-116.165,1,1,2,0
629,Sweet Tooth,106318172,1.6,1.25,10.0,34.06265,-116.22634,7,5,3,10
630,Mainland Temple of the Perfect Wave,106278425,2.0,1.25,20.0,34.0398,-116.1943,2,1,1,2
631,Garden of Earthly Delights - Stand,110049119,1.0,1.25,15.0,34.08392,-116.23255,1,1,1,2
632,Walk the Line,106458184,1.0,1.25,12.0,33.9454,-116.077,1,1,3,0
633,Black and Blue,106346133,1.0,1.25,12.0,33.9423,-116.0782,1,1,3,0
634,Zot,106346089,1.0,1.25,10.0,33.9423,-116.0782,1,1,3,0
635,Uncertain Slap,107087663,0.0,1.25,10.0,33.9664,-116.0872,0,1,2,0
636,Foot Fetish,106059776,2.9,1.25,20.0,33.9962,-116.15,7,5,28,14
637,Bongo Man,106676761,1.0,1.25,15.0,34.0121,-116.1773,1,1,0,1
638,V1 Left,1099651031,2.0,1.25,8.0,34.05942,-116.10196,2,2,5,2
639,It's Da Oooze,106643967,2.0,1.25,15.0,34.0441,-116.1061,1,1,7,0
640,Sprinting Atheist,107518488,1.0,1.5,10.0,34.01126,-116.16755,1,1,2,2
641,Face Prob  3,1070881303,0.0,1.5,10.0,33.9664,-116.0872,0,1,2,0
642,Block Party,106048321,2.6,1.75,25.0,34.01102,-116.16606000000002,7,7,27,12
643,Fling,116170277,2.0,1.75,9.0,34.0184,-116.16365,1,1,1,0
644,Room to Receive,107785141,0.0,1.75,,34.0933,-116.1585,0,1,5,0
645,X Offender,106649403,1.7,2,18.0,33.998020000000004,-116.15351,10,2,20,10
646,Boulder Crack,106666829,2.8,2,13.0,33.99638,-116.15553,8,2,45,10
647,Traverse,114234841,2.0,2,,33.99638,-116.15553,2,1,2,2
648,Mahogany,106641431,2.0,2,12.0,33.9966,-116.1554,1,1,3,0
649,Up 20,10609643920,3.0,2.25,20.0,33.98932,-116.16342,4,2,19,5
650,Turban,105725563,1.6,2,10.0,33.98932,-116.16342,14,7,5,21
651,Herbivore,105723307,1.3,2,15.0,33.98932,-116.16342,6,4,6,4
652,Border Collie,106047129,1.5,2,15.0,33.98932,-116.16342,2,2,4,2
653,Herbaliser,106314646,2.0,2,15.0,33.98932,-116.16342,2,1,5,1
654,Vibrator,106096452,2.0,2,15.0,33.98932,-116.16342,1,1,5,2
655,French Roast,106314686,2.0,2,12.0,33.98932,-116.16342,3,2,11,3
656,Powell Pinch,110053044,2.0,2,12.0,33.98932,-116.16342,5,3,14,5
657,Night Train,106461753,1.7,2,14.0,34.014309999999995,-116.17112,6,4,8,6
658,Trailblazer,106461647,2.0,2,13.0,34.014309999999995,-116.17112,3,3,3,0
659,Soft Pretzel,106463052,1.3,2,12.0,34.014309999999995,-116.17112,3,2,5,7
660,Old Horizontal,106625580,1.0,2,10.0,34.014309999999995,-116.17112,1,1,1,0
661,Turtle Face Center,106146685,2.8,2,20.0,34.0099,-116.16866,18,4,42,19
662,Chalk Party,106294398,1.0,2,12.0,34.01102,-116.16606000000002,1,1,0,0
663,Turboflange,106294790,2.0,2.25,35.0,34.01102,-116.16606000000002,1,1,2,1
664,Yawning Flare,106073949,1.8,2,20.0,34.01102,-116.16606000000002,6,3,5,7
665,Jump Chump,106073955,3.0,2,15.0,34.01102,-116.16606000000002,5,4,11,5
666,El Dave,106294758,1.0,2,15.0,34.01273,-116.16842,2,1,0,1
667,Zinger,106126599,1.2,2,15.0,34.01273,-116.16842,5,4,2,5
668,Pony Stampede,116175693,2.0,2,6.0,34.012370000000004,-116.16206,2,2,2,1
669,The Boxer Problem,105908403,2.4,2,13.0,34.01428,-116.15827,85,23,119,150
670,Meat Substitute,106072544,2.7,2,15.0,34.01428,-116.15827,14,5,41,19
671,Ribtickler,106072555,1.3,2,14.0,34.01428,-116.15827,10,4,5,22
672,Wrangler,106115194,1.6,2,12.0,34.01428,-116.15827,14,5,8,24
673,Xylophone,106115244,2.2,2,14.0,34.01428,-116.15827,14,6,29,31
674,Key Largo,113970516,3.3,2,,34.0136,-116.15473,3,1,19,6
675,Unnamed,112284409,1.7,2,8.0,34.01398,-116.15439,3,2,0,5
676,Face Off,106275701,2.0,2,12.0,34.013459999999995,-116.15442,2,1,12,2
677,Ultraviolet,106275716,1.8,2,12.0,34.013459999999995,-116.15442,6,2,14,10
678,Voyager,106275722,1.0,2,12.0,34.013459999999995,-116.15442,5,3,4,4
679,"Intersection Boulder, Center",105725287,2.0,2,20.0,34.0184,-116.16365,16,5,6,16
680,There Will Be Piss,112520088,1.5,2,25.0,34.0184,-116.16365,2,1,10,2
681,Varsity Crank,105725296,1.0,2,20.0,34.0184,-116.16365,1,1,2,1
682,Mantle of the New Adonis,106385950,1.0,2,10.0,34.0184,-116.16365,1,1,4,1
683,Black Pea,114124773,3.0,2,15.0,34.01773,-116.16418,2,2,10,4
684,Scoop Problem,111704783,2.3,2,11.0,34.01824000000001,-116.16346,6,2,29,9
685,Weenie Roast,106295993,2.3,2,12.0,34.01742,-116.16324,10,3,20,15
686,Weenie Traverse,106441709,2.0,2,10.0,34.01742,-116.16324,2,1,9,2
687,IDC Problem,105725488,1.7,2,15.0,34.0202,-116.165,3,3,9,4
688,White Rastafarian,105722593,4.0,2.25,20.0,34.02061,-116.16205,142,46,810,170
689,Sit Down Flake,106044191,2.0,2,5.0,34.0202,-116.165,16,5,9,33
690,False Hueco Traverse,106048290,3.0,2,15.0,34.0202,-116.165,147,35,282,301
691,Falser Hueco Traverse,112443810,3.2,2,,34.0202,-116.165,20,13,43,34
692,Bulgemaster,106332352,2.5,2,10.0,34.02044,-116.16555,41,8,40,78
693,Cole Arete,106130527,0.7,2,21.0,34.0202,-116.165,3,2,3,4
694,Poorman's Sidewinder,112453931,2.0,2,15.0,34.0202,-116.165,1,1,1,1
695,Laura Scudder,109150874,2.3,2,12.0,34.01896,-116.16562,7,4,19,9
696,The Mutant,112454256,1.0,2,,34.02247,-116.16414,1,1,2,0
697,Digitations,112454341,1.0,2,12.0,34.024159999999995,-116.16615,1,1,1,0
698,Browning Slab,112454354,1.0,2,,34.024159999999995,-116.16615,1,1,1,0
699,Jerryatric,106819713,2.0,2,20.0,33.983000000000004,-116.1545,2,1,2,2
700,Figure Five,106123975,1.8,2,15.0,33.98416,-116.1526,6,4,7,9
701,Lip Encounter   2,1061596622,1.0,2,20.0,33.983000000000004,-116.1545,2,2,2,3
702,Ceremonial Campus Problem,108106123,1.8,2,12.0,33.983000000000004,-116.1545,8,4,9,17
703,Little Tool,114012376,2.0,2,12.0,33.983000000000004,-116.1545,1,1,0,0
704,Swinging Richard Direct,105789393,1.4,2,15.0,34.06265,-116.22634,7,5,6,10
705,Attractive Brunette Throw,105789808,1.8,2,12.0,34.06265,-116.22634,8,3,3,10
706,Attractive Brunette,105789815,1.6,2,12.0,34.06265,-116.22634,22,8,10,31
707,Stinger,106143798,1.3,2,15.0,34.06265,-116.22634,6,4,3,9
708,West Entrance Problem,106622340,1.0,2,15.0,34.0891,-116.2614,1,1,0,0
709,Ripper,105722806,2.0,2,20.0,34.040690000000005,-116.19775,21,6,20,20
710,Psycho Roof.,113949515,2.0,2,20.0,34.0325,-116.20338,1,1,5,0
711,Scumbler Right,113949572,2.0,2,8.0,34.0325,-116.20338,1,1,5,0
712,Cindy's Route,113949625,1.0,2,10.0,34.0325,-116.20338,1,1,4,0
713,Funny Feet,113949954,1.0,2,8.0,34.0325,-116.20338,1,1,2,0
714,Dino Unknown,113950014,1.0,2,20.0,34.0325,-116.20338,1,1,2,0
715,PGD Arete,108054737,2.0,2,20.0,33.9532,-116.1085,1,1,2,0
716,Shark's Fin Arete,106349816,1.0,2,15.0,33.9512,-116.0768,1,2,2,1
717,Knuckleball,106658051,2.0,2,12.0,33.9454,-116.077,1,1,2,1
718,Dripper Left,106359702,3.0,2,16.0,33.9454,-116.077,1,1,21,1
719,Cleavage,105908476,1.2,2,15.0,33.9423,-116.0782,5,3,4,3
720,Blackdot,106346058,1.0,2,15.0,33.9423,-116.0782,1,1,2,0
721,Rob's Prob,106582916,1.0,2,15.0,33.9423,-116.0782,1,1,2,0
722,Face Prob  2,1070881262,0.0,2,10.0,33.9664,-116.0872,0,1,2,0
723,Prince Hoi,106059780,2.6,2,20.0,33.9962,-116.15,15,6,11,25
724,Whole Grain Goodness,106269444,2.4,2,15.0,33.9962,-116.15,5,2,5,8
725,Fry Problem,106039374,3.7,2,15.0,33.9871,-116.1589,82,17,424,103
726,Lessons In Flight,105724348,2.0,2,20.0,34.0169,-116.0421,1,1,3,0
727,Balance Problem,106157709,2.0,2,22.0,34.02807,-116.14776,6,2,10,6
728,The Chube,105724441,3.3,2,15.0,34.0285,-116.14555,205,64,515,322
729,Unnamed Variation,106345847,2.5,2,12.0,34.0285,-116.1451,6,4,10,19
730,Smooth as a Baby's Ass,106126069,1.7,2,13.0,34.0263,-116.1415,3,3,7,0
731,Hensel Face,105725449,2.2,2,15.0,34.0148,-116.16539,6,2,10,4
732,Slick Willie,106129847,2.1,2,14.0,34.0148,-116.16539,19,8,18,15
733,Weasel World,106136591,2.0,2,12.0,34.02837,-116.15889,7,3,5,9
734,Lip Service,106114349,1.8,2,11.0,34.02837,-116.15889,22,9,4,34
735,Velveeta,106118134,1.3,2,11.0,34.01592,-116.17844,3,3,0,1
736,To Have and Have Not,106356166,2.0,2,15.0,34.024,-116.1772,1,1,2,1
737,Oak Blowout,106355627,2.0,2,15.0,34.024,-116.1772,1,1,2,0
738,Rabicano,106632957,2.0,2,14.0,34.0121,-116.1773,1,1,2,1
739,Flatface Left,106667579,2.0,2,12.0,34.0121,-116.1773,1,1,3,1
740,Aiguille de Ankle Breaker,106313385,2.0,2,15.0,34.0121,-116.1773,2,2,5,1
741,Use What I Got,106708408,2.0,2,15.0,34.0121,-116.1773,1,1,2,2
742,The Bardini Crack (aka: Blas Beemer),106118126,2.7,2,15.0,34.01592,-116.17844,21,12,21,14
743,Yabaho Right,106683671,1.0,2,15.0,34.01592,-116.17844,1,1,1,0
744,Yabo Nation,106683697,0.0,2,12.0,34.01592,-116.17844,0,1,0,0
745,Meadow Muffin,112813768,1.0,2.25,21.0,33.994209999999995,-116.14297,1,1,6,1
746,Browning Slab,112813883,1.7,2,,33.994209999999995,-116.14297,3,2,9,5
747,Horrors Arete,106125093,1.7,2,15.0,34.01038,-116.13573999999998,3,1,2,2
748,Big Brother,106340709,2.0,2,22.0,34.01038,-116.13573999999998,2,2,4,1
749,Chevron Star,116175659,2.0,2.25,15.0,34.01038,-116.13573999999998,2,2,1,1
750,Zarmog,109774174,1.5,2,10.0,34.01038,-116.13573999999998,4,1,2,4
751,Lounge Act,106120153,1.5,2,25.0,34.00378,-116.14935,2,2,4,4
752,Alfalfa,106120208,1.5,2,15.0,34.003190000000004,-116.14899,2,1,0,2
753,Arete Boulders Face,106150420,1.5,2,10.0,34.02486,-116.1591,6,4,2,9
754,Classic Thin Crack,106069406,3.1,2,15.0,34.02517,-116.15953,46,13,115,67
755,Chorizo Taco Stand,108017958,2.2,2,12.0,34.0261,-116.15843999999998,10,7,15,21
756,Steam Train,106127818,2.6,2,18.0,34.0241,-116.1547,5,4,9,6
757,Value Pack,106129865,1.5,2,12.0,34.0241,-116.1547,6,2,3,6
758,Fear the Smear,106162325,1.0,2,15.0,34.0241,-116.1547,1,1,2,0
759,Whole Lotta Nothing,106638428,2.0,2,15.0,34.09303,-116.16352,1,1,9,0
760,Embers,106643714,1.5,2,12.0,34.09303,-116.16352,4,3,9,3
761,Strength of Steel,106646534,2.4,2,15.0,34.0942,-116.1545,5,3,32,4
762,Serf's Up,106648564,2.0,2,12.0,34.09303,-116.16352,1,1,9,2
763,Calloused and Committed,108036909,2.0,2,10.0,34.09303,-116.16352,1,1,4,1
764,Warm-up Problem,109964930,1.5,2,8.0,34.06942,-116.09196,2,2,2,2
765,Tinkerbell's Anus,106643980,3.0,2,12.0,34.0441,-116.1061,2,1,29,1
766,Tosspint,106645492,2.0,2,18.0,34.0441,-116.1061,1,1,2,0
767,Ring of Fire,106688273,2.5,2,14.0,34.046209999999995,-116.10331,2,2,9,2
768,Punk,106684428,0.0,2.25,,34.0441,-116.1061,0,1,1,0
769,Dirk Diggler,106684487,0.0,2,11.0,34.0441,-116.1061,0,1,1,0
770,The Labia,106688602,0.0,2,15.0,34.0441,-116.1061,0,1,2,0
771,Frozen Razor,106692596,1.0,2,18.0,34.0403,-116.0942,1,1,1,0
772,Kentucky Fried Christ,109964898,3.3,2,25.0,34.0538,-116.1042,3,2,18,3
773,unknown,114010917,0.0,2,10.0,34.01823,-116.0737,0,1,1,0
774,unknown2,1140110222,1.0,2,15.0,34.01823,-116.0737,1,1,1,0
775,The Shadow,114141156,1.0,2,10.0,34.01823,-116.0737,1,1,0,0
776,Out of Touch,106115216,2.3,2.25,15.0,34.01428,-116.15827,20,8,27,28
777,Slugs of War,112383972,3.0,2.25,10.0,34.01782,-116.16278,2,1,12,1
778,Flake Direct,106111447,2.0,2.25,12.0,34.02174,-116.16332,18,5,12,38
779,Tour of Duty,106585643,2.3,2.25,15.0,33.9423,-116.0782,3,1,4,2
780,Cornholio,106652941,1.5,2.25,12.0,34.01592,-116.17844,2,2,2,1
781,Sakura,106419031,2.4,2.25,12.0,34.00283,-116.15039,8,2,16,12
782,Right Arete (sit),112493879,2.0,2.25,12.0,34.02486,-116.1591,2,2,4,2
783,Black Velvet,106073939,3.0,2.5,20.0,34.01102,-116.16606000000002,6,3,54,11
784,Turnbuckle Left Arete,112803909,1.0,2.5,10.0,34.01102,-116.16606000000002,1,1,0,1
785,The Bleeding Stone Bouldering,113950030,2.0,2.5,10.0,34.0325,-116.20338,1,1,4,0
786,Mirage,106153578,2.6,2.5,,33.9532,-116.1085,8,6,15,7
787,Face Prob  1,1070881221,0.0,2.5,10.0,33.9664,-116.0872,0,1,2,0
788,Unnamed Prob 2,1071039252,0.0,2.5,,33.9664,-116.0872,0,1,1,0
789,Way of the Weasel,107592223,2.5,2.5,12.0,33.994209999999995,-116.14297,15,6,25,26
790,Blob Wall,114015454,1.0,2.5,12.0,34.01823,-116.0737,1,1,3,0
791,The Golden Man on Nugget Rock,114015620,1.0,2.5,15.0,34.01823,-116.0737,1,1,3,1
792,The Bona Fide Boulder,114117262,2.0,2.5,12.0,34.01823,-116.0737,1,1,7,1
793,Knobvious wall,114141279,2.0,2.5,10.0,34.01823,-116.0737,1,1,6,1
794,Burning Sensation,106115337,2.4,2.75,15.0,34.013459999999995,-116.15442,5,2,16,8
795,Unnamed Overhang,114324690,1.5,3,9.0,33.98475,-116.15252,2,2,2,2
796,Mulligan Mantle,114085260,2.0,3,8.0,33.998020000000004,-116.15351,3,2,6,4
797,The Real Slam Dunk,106649438,2.0,3,12.0,33.99792,-116.15341,1,1,6,5
798,The Sideling,111505610,3.1,3,13.0,33.99792,-116.15341,9,4,32,14
799,Unnamed,108682718,2.7,3,15.0,33.99779,-116.1536,15,6,10,19
800,Planet Y,106917339,2.5,3.25,21.0,33.99712,-116.15523,4,3,8,1
801,Satellite Boulder Left,107601458,3.4,3,18.0,33.99638,-116.15553,39,13,111,52
802,Lunge For It (aka All Lunged Out),105723310,2.4,3,10.0,33.98932,-116.16342,21,8,29,29
803,Panama,106314671,1.3,3,15.0,33.98932,-116.16342,3,2,7,3
804,West Corner,106118456,1.5,3,13.0,33.98964,-116.16302,2,2,3,0
805,Love Handles,106707141,2.0,3,20.0,33.98965,-116.16317,3,2,6,3
806,Showstopper,106048345,2.3,3,15.0,34.014309999999995,-116.17112,3,1,7,2
807,Shipwreck,106069186,3.2,3.25,20.0,34.01102,-116.16606000000002,10,5,43,8
808,Fist Full of Walnuts,106076661,3.1,3,15.0,34.01102,-116.16606000000002,12,5,45,12
809,Sorta High,106048577,1.0,3,,34.01007,-116.1687,1,2,3,3
810,The Button High,108304007,3.0,3,25.0,34.01007,-116.1687,2,1,8,2
811,Elegant Melon (aka  Coke Machine),106625511,1.5,3,10.0,34.01273,-116.16842,2,2,1,1
812,Crankcase,105725500,1.8,3,11.0,34.01428,-116.15827,12,5,11,17
813,Undertow,105908399,2.7,3,16.0,34.01428,-116.15827,55,9,81,72
814,Optigrip,106934643,2.0,3,15.0,34.013459999999995,-116.15442,4,2,10,6
815,Orbiter,106275695,1.8,3,50.0,34.013459999999995,-116.15442,4,2,8,12
816,Lemon,107976151,1.8,3,21.0,34.01877,-116.16258,4,1,5,2
817,Pocket Rocket,115708188,2.7,3,20.0,34.0184,-116.16365,3,2,5,4
818,Slam Dunk,112365563,2.3,3,,34.0184,-116.16365,3,2,14,3
819,The Funktion,107579672,3.7,3.25,25.0,34.01938,-116.16292,3,2,34,3
820,Slabmaster,106224001,2.8,3,15.0,34.01824000000001,-116.16346,12,6,46,17
821,Slap Prow,111704778,1.0,3,10.0,34.01824000000001,-116.16346,3,3,5,5
822,The Palmist,116100744,3.0,3,10.0,34.01918,-116.16292,1,1,8,1
823,Crack of Noon,107935971,1.0,3,13.0,34.01742,-116.16324,1,1,9,1
824,Not So Thin Lizzie,105725713,2.6,3,10.0,34.0202,-116.165,71,28,89,113
825,The Easy Way,112454132,1.0,3,,34.0202,-116.165,1,1,0,0
826,Stoney Point Problem (aka Bambam),105725503,1.9,3,15.0,34.0202,-116.165,14,12,15,14
827,Little Sister,105910576,2.0,3,10.0,34.0202,-116.165,11,8,4,13
828,Powell Face,106048308,2.6,3,18.0,34.0202,-116.165,14,7,24,16
829,Chollahoy,106048488,1.0,3,16.0,34.0202,-116.165,2,1,2,1
830,Yabba Dabba Don't,106066269,2.9,3,15.0,34.0202,-116.165,86,34,123,151
831,Winger,112453969,1.0,3,9.0,34.01907,-116.16609,4,4,3,3
832,King Smear (Friction Addiction),112454269,3.0,3,20.0,34.02247,-116.16414,4,4,7,2
833,Metate Face,107905763,2.3,3,18.0,33.983000000000004,-116.1545,3,2,2,4
834,Brunette Torpedo,109989567,2.3,3,12.0,34.06265,-116.22634,4,2,2,8
835,Bodacious,105789827,2.0,3,15.0,34.06265,-116.22634,3,2,5,3
836,Thin Face,105789833,1.6,3,15.0,34.06265,-116.22634,7,5,5,7
837,Chocolate Roof Right,109989643,1.3,3,20.0,34.06041,-116.22496,3,1,3,11
838,Miledi,105790036,3.6,3.25,25.0,34.0752,-116.24196,8,5,34,9
839,Something For Nothing,105790179,1.0,3,18.0,34.0752,-116.242,1,1,0,2
840,Simpson Slap,106113634,2.0,3,15.0,34.0402,-116.1978,4,2,2,3
841,Geological Justice,110049106,2.0,3,15.0,34.08392,-116.23255,1,1,0,2
842,Psycho Crack,113949481,2.0,3,20.0,34.0325,-116.20338,1,1,5,0
843,Ricochet.,113949588,2.0,3,10.0,34.0325,-116.20338,1,1,3,0
844,Unknown Weinberg Route,113949992,1.0,3,12.0,34.0325,-116.20338,1,1,3,0
845,Good Day for a Snake,113952737,1.0,3,,34.0325,-116.20338,1,1,2,0
846,Slashface,105722755,3.9,3.25,25.0,33.9534,-116.087,75,23,425,76
847,Slashdance,106391573,2.0,3,18.0,33.9534,-116.087,3,3,13,7
848,Shadow of the Slash Left,108053561,1.0,3,10.0,33.9532,-116.1085,2,2,1,4
849,Hidden Crack,108039089,2.0,3,15.0,33.9512,-116.0768,1,1,4,0
850,Hop Juice,106619785,2.0,3,15.0,33.9454,-116.077,1,1,1,0
851,Gutterball,106658064,1.0,3,12.0,33.9454,-116.077,1,1,1,0
852,Arete Prob,107088177,0.0,3,10.0,33.9664,-116.0872,0,1,1,0
853,Unnamed Prob 3,1071039313,0.0,3,,33.9664,-116.0872,0,1,1,0
854,Leap in Faith,106626367,1.0,3,13.0,33.9871,-116.1589,1,1,4,0
855,Sand Castle,111388074,2.0,3.25,21.0,33.9863,-116.1602,1,1,4,0
856,Email,106380321,2.0,3,20.0,34.0169,-116.0421,1,1,1,0
857,Birdman,106153597,1.0,3,,34.0285,-116.1451,2,1,7,2
858,Gunsmoke,105722350,3.6,3,80.0,34.02853,-116.1452,269,59,780,381
859,Like a Ninja,107957636,2.4,3,8.0,34.0285,-116.1451,7,3,15,13
860,Old Wave,106345764,2.0,3,15.0,34.0263,-116.1415,2,2,8,4
861,Lechlinski Corner,105725446,2.5,3,12.0,34.0148,-116.16539,21,7,23,17
862,True Grit,105725452,2.5,3,16.0,34.0148,-116.16539,12,4,32,8
863,Two Stroke,107975061,2.2,3,12.0,34.0148,-116.16539,13,7,8,12
864,False Grit,112383178,1.0,3,13.0,34.0148,-116.16539,1,1,1,1
865,Yabo Roof,106039628,2.9,3,6.0,34.0148,-116.16539,90,34,110,124
866,Unnamed Problem,112283982,1.9,3,12.0,34.0148,-116.16539,8,5,3,11
867,Western Roll,106073434,2.4,3,12.0,34.0181,-116.1698,11,6,9,16
868,La Migra,106136573,2.7,3,13.0,34.0181,-116.1698,23,12,23,32
869,Weasel World (Left),106136587,2.0,3,13.0,34.02837,-116.15889,5,2,3,6
870,Pepboys Problem,106112257,1.0,3,15.0,34.02487,-116.18037,1,1,0,0
871,Classic Melon,106587743,3.0,3,15.0,34.02487,-116.18037,3,2,6,1
872,Ziggy,106632917,2.0,3,12.0,34.0121,-116.1773,1,1,4,0
873,Unmentionable,106633624,2.0,3,15.0,34.0121,-116.1773,1,1,2,0
874,Dummy Up,106676039,2.0,3,20.0,34.0121,-116.1773,3,2,5,4
875,Bandini Mountain,106121845,1.0,3,20.0,34.01592,-116.17844,2,1,1,0
876,Dinky Doinks,106683689,0.0,3,12.0,34.01592,-116.17844,0,1,0,0
877,Thin Black Dike,112813747,2.0,3,18.0,33.994209999999995,-116.14297,2,2,9,3
878,Unnamed,112813860,1.0,3,9.0,33.994209999999995,-116.14297,1,1,1,1
879,Death Spiral,106120037,2.3,3,25.0,34.00378,-116.14935,3,1,5,2
880,Duncecap Finish,109148777,2.0,3,15.0,34.00246,-116.1498,1,1,4,2
881,Buckwheat,106120211,1.0,3,15.0,34.003190000000004,-116.14899,1,1,1,1
882,Monkeyflower,108716729,2.7,3,12.0,34.0261,-116.15843999999998,7,5,16,8
883,Kurt Smith Problem,108084066,2.0,3,15.0,34.02517,-116.15953,1,1,2,1
884,Flake Dyno,106127723,2.0,3,15.0,34.0241,-116.1547,3,3,7,1
885,Monkey Gone to Heaven,106400474,2.1,3,20.0,34.09441,-116.15612,17,5,30,29
886,Snappa,107424185,2.0,3,10.0,34.09441,-116.15612,4,2,21,6
887,No Picnic,106638409,2.0,3.25,15.0,34.09303,-116.16352,1,1,9,0
888,Firebug,106643707,1.0,3,12.0,34.09303,-116.16352,1,1,6,1
889,Kranium Center,108042279,2.3,3,8.0,34.06942,-116.09196,3,3,7,2
890,Moral Wasteland,106643987,2.0,3,12.0,34.0441,-116.1061,1,1,5,0
891,"Whips, Chains and Lox",106645484,2.0,3,18.0,34.0441,-116.1061,1,1,2,0
892,Lox O' Kourndoggs,116483086,3.0,3,,34.0441,-116.1061,1,1,0,0
893,Finger Food,106686375,2.0,3,14.0,34.046209999999995,-116.10331,1,1,4,2
894,Triple X,106690807,0.0,3.25,20.0,34.0441,-116.1061,0,1,1,0
895,Belt Sander,106692607,1.0,3,18.0,34.0403,-116.0942,1,1,2,0
896,Fade,111338813,1.5,3,11.0,34.028459999999995,-116.12202,2,2,2,2
897,Little Biglip,111338835,2.0,3,8.0,34.0287,-116.12203999999998,2,2,2,2
898,EJ Deluxe Escape,108757305,2.8,3,14.0,34.033,-116.1721,6,3,6,6
899,Way of the Knob,114010549,1.0,3,12.0,34.01823,-116.0737,1,1,2,0
900,Lizards Head,114010738,1.0,3,6.0,34.01823,-116.0737,1,1,2,0
901,Feeling Lucky,114010940,2.0,3,12.0,34.01823,-116.0737,1,1,5,0
902,John's Route,114141217,2.0,3,20.0,34.01823,-116.0737,1,1,2,0
903,Crystal Arete,106292618,2.4,3.25,12.0,34.01742,-116.16324,5,4,9,6
904,In Through The Outdoor,113257814,3.5,3.25,15.0,34.0202,-116.165,2,2,15,2
905,Rotting Crack,106153588,1.0,3.25,15.0,33.9532,-116.1085,1,1,1,0
906,Lotus Flower,105722902,2.7,3.25,20.0,34.0169,-116.0421,3,2,11,0
907,South Corner,106127676,1.5,3.25,13.0,34.0241,-116.1547,2,2,3,1
908,Gas Guzzler,111809024,0.0,3.25,13.0,34.02594000000001,-116.15522,0,1,0,0
909,Smores,106643692,1.0,3.25,12.0,34.09303,-116.16352,1,1,3,0
910,Uncertain Seam,107088142,0.0,3.5,10.0,33.9664,-116.0872,0,1,1,0
911,Renegade Sit,116365788,2.0,3.5,20.0,33.9962,-116.15,1,1,1,0
912,The Smoke Detector,106115349,2.8,3.75,15.0,34.013459999999995,-116.15442,5,4,23,11
913,Sitting Bull,106115366,1.8,3.75,10.0,34.013459999999995,-116.15442,4,3,8,16
914,Torquemeister,106048504,2.0,3.75,10.0,34.0202,-116.165,21,9,5,32
915,Chorizo Tacos,108017981,2.9,3.75,12.0,34.0261,-116.15843999999998,13,7,32,22
916,Jerry's Kids,106123996,3.0,4,,33.99638,-116.15553,2,2,7,1
917,Woody Problem,106641436,2.0,4,13.0,33.9966,-116.1554,1,1,1,0
918,Welcome to Reality,106670122,2.0,4,15.0,33.9966,-116.1554,1,1,1,0
919,Parking Lot Crank,105725533,1.7,4,10.0,33.98932,-116.16342,3,2,2,2
920,Saturday Night Live,105723517,3.5,4,13.0,34.014309999999995,-116.17112,91,28,298,106
921,Evan's Problem,116494567,4.0,4,5.0,34.014309999999995,-116.17112,2,1,3,1
922,Blood Mantel,106145844,1.0,4,15.0,34.0099,-116.16866,2,1,4,2
923,Neoflange,106294796,2.0,4.25,35.0,34.01102,-116.16606000000002,1,1,2,0
924,Shite Rail,114042550,0.0,4,10.0,34.01273,-116.16842,0,1,0,0
925,Pigpen,105722992,3.9,4,10.0,34.01527,-116.15807,92,18,564,114
926,Off Camber,105725494,3.0,4,15.0,34.01428,-116.15827,28,5,68,33
927,Chip Flakey,106115378,2.0,4,15.0,34.0136,-116.15473,1,1,4,1
928,Peabrain,106275707,2.9,4,15.0,34.013459999999995,-116.15442,7,3,38,8
929,Double Orifice,112803999,2.0,4,10.0,34.01889,-116.16214,2,2,19,3
930,"Intersection Boulder, Right",105725290,1.7,4,20.0,34.0184,-116.16365,3,1,4,1
931,Stem Gem,105722608,3.7,4,20.0,34.0184,-116.16365,108,24,384,118
932,Mumbles Mumblephone,106681309,3.0,4,9.0,34.0184,-116.16365,2,2,15,2
933,The Reider Problem,106463964,2.5,4,18.0,34.0184,-116.16365,2,1,9,1
934,Little Chucky,107934846,2.7,4,8.0,34.0202,-116.165,85,25,49,123
935,Roof Romp,105837898,2.9,4,15.0,34.02174,-116.16332,121,40,203,203
936,How's Your Mama?,105910582,2.8,4,10.0,34.0202,-116.165,4,2,21,2
937,How's Your Papa?,105910586,2.3,4,10.0,34.0202,-116.165,3,1,4,1
938,Pitch Two,108567221,3.5,4,,34.0202,-116.165,2,2,16,2
939,Anti-hueco,109150886,2.7,4,10.0,34.0202,-116.165,7,4,13,6
940,Problem B,112458692,1.0,4,15.0,34.0202,-116.165,1,1,0,1
941,Largo Dyno,106048482,2.0,4,11.0,34.0202,-116.165,6,4,8,7
942,Scorpion Traverse,106111471,3.1,4.25,20.0,34.1,-116.6,14,7,32,15
943,Bushmaster,112454156,0.7,4,6.0,34.02044,-116.16555,3,1,1,2
944,Gripped and Grunged,112453936,3.0,4,15.0,34.0202,-116.165,1,1,6,0
945,Monkey Chow,106655795,2.0,4,10.0,34.0202,-116.165,5,3,1,9
946,Ladies Night,112454233,1.0,4,9.0,34.02075,-116.0,1,1,1,1
